GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "18880","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",95.893,95.015,96.121,97.377,97.935,97.557,97.887,97.223,97.798,96.458,96.610,96.029,96.040
 "19060","Cumberland, MD-WV (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",91.389,90.249,90.700,92.500,93.332,90.458,92.248,91.156,92.377,90.924,88.201,88.151,88.073
 "19100","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",101.403,101.820,101.520,100.524,101.162,101.146,100.484,99.607,98.338,99.907,101.624,104.241,105.062
 "19140","Dalton, GA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",90.437,87.386,90.678,89.068,89.482,89.246,90.062,89.733,88.184,86.751,90.107,89.212,88.445
 "19180","Danville, IL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",81.997,83.259,88.221,85.915,87.543,87.315,87.671,86.583,83.467,83.909,87.452,86.773,84.779
 "19300","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",96.326,95.656,97.341,96.524,96.635,95.228,95.290,94.507,96.870,95.805,92.033,96.402,96.864
 "19340","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",94.779,93.449,93.627,92.904,93.869,93.870,93.157,91.885,91.317,90.141,91.140,92.308,91.440
 "19430","Dayton-Kettering, OH (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",95.898,94.717,94.419,92.860,92.829,93.762,93.471,92.382,92.894,91.453,92.739,92.742,91.186
 "19460","Decatur, AL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",90.667,87.458,89.731,92.086,90.280,92.675,91.443,87.858,85.601,88.452,87.800,86.439,85.873
 "19500","Decatur, IL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",92.871,92.439,90.653,92.193,91.746,91.572,89.823,89.280,88.520,87.110,90.052,89.608,87.917
 "19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",98.752,97.136,96.795,98.626,98.363,97.930,98.708,98.739,99.039,98.764,97.482,95.946,95.969
 "19740","Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",105.442,103.039,101.407,103.858,104.726,104.995,103.926,104.594,104.433,103.888,101.790,103.896,107.292
 "19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",96.121,96.878,96.307,95.108,94.996,96.129,96.947,95.638,95.163,94.180,94.767,95.533,94.858
